COMPANY STAGE,FOUNDED YEAR,is_non_eu,EMPLOYEE COUNT,REVENUE (USD MN),INVESTED FUNDS (ESTIMATED**),OWNERSHIP TYPE,INDUSTRY_CATEGORY
Series A,2019.0,1,40.0,,,Private,Technology
Series C,2018.0,1,938.0,,"Sixth Street Partners II Sidecar, Maverick Holdings C",Private,Technology
Angel & Seed,2018.0,1,5.0,,"SaaS Ventures Fund II, Newark Venture Partners Fund II, Motion Ventures Fund I, 2020 Syndications",Private,Technology
Angel & Seed,2020.0,1,15.0,,RRE Ventures VIII,Private,Financial Services
Early Stage,2022.0,1,1.0,,,Private,Technology
Angel & Seed,2018.0,1,22.0,,"Supernode Ventures I, Wavemaker Three-Sixty Health II, VentureSouth Mallard Fund, Wavemaker 360 Camino",Private,Healthcare
Add-on,2020.0,1,1.0,,,Private,Technology
Angel & Seed,2020.0,1,23.0,,"Techstars Advancing Cities Accelerator 2022, Caffeinated Capital Venture Fund IV, BuenTrip Ventures Fund I",Private,Technology
Angel & Seed,2021.0,1,36.0,,"PJC Fund V, Nassau St Ventures Fund 4, Underscore.VC Fund II Extension",Private,Technology
Angel & Seed,2020.0,1,47.0,,"NVC Fund 1, Digital Health Fund, Speedinvest x Fund II",Private,Healthcare
Series A,2018.0,1,9.0,,Uncommon Denominator,Private,Healthcare
Series A,2017.0,1,6.0,,,Private,Technology
Add-on,2017.0,1,81.0,,,Private,Technology
Early Stage,2019.0,1,32.0,,Pioneering Fund VII,Private,Healthcare
Series B,2018.0,1,177.0,,,Private,Technology
Early Stage,2021.0,1,4.0,,,Private,Technology
Angel & Seed,2020.0,1,8.0,,"Audacious Ventures, Needle 2021-1",Private,Technology
Angel & Seed,2019.0,1,52.0,,KF-DIG,Private,Technology
Series A,2021.0,1,10.0,,,Private,Technology
Angel & Seed,2021.0,1,36.0,,"Cortical Ventures Fund I, New Enterprise Associates 18",Private,Technology
Angel & Seed,2021.0,1,49.0,,"IA Venture Strategies Fund IV, Sequoia Capital US/E Seed Fund IV, Cortical Ventures Fund I, New Enterprise Associates 18",Private,Technology
Add-on,2018.0,1,4.0,,,Private,Technology
Angel & Seed,2020.0,1,37.0,,"Liquid 2 Ventures Fund III, Goat Capital I",Private,Technology
Series B,2020.0,1,45.0,,"GV Global Fund, Polaris Healthcare Technology Opportunities Fund, Bessemer Venture Partners XI, LSVP SCF1, 565 SPV I, Gaingels Finesse",Private,Healthcare
Angel & Seed,2021.0,1,102.0,,Better Capital Ventures I,Private,Technology
Growth Capital,2017.0,1,49.0,,LLR Equity Partners VI,Private,Technology
Angel & Seed,2018.0,1,169.0,,Smart Partnership Capital,Private,Technology
Series A,2018.0,1,49.0,,"Battery Ventures XIII, Felicis Ventures VIII, AVGF I",Private,Technology
Series A,2019.0,1,35.0,,"HOF Capital Growth Opportunity XXIV, Lifeforce LIifecycle I, Pioneer Fund C, Y COMBINATOR ES20",Private,Healthcare
Angel & Seed,2020.0,1,19.0,,,Private,Technology
Series A,2020.0,1,29.0,,,Private,Financial Services
Angel & Seed,2018.0,1,4.0,,SOSV IV,Private,Healthcare
Series A,2018.0,1,29.0,,"Flare Capital Partners II, Polaris Partners IX, Wrangler Too",Private,Technology
Angel & Seed,2017.0,1,13.0,,Gaingels Spark II,Private,Healthcare
Series A,2019.0,1,29.0,,"Vision Capital 2020 Fund, Balderton Capital VIII",Private,Technology
Angel & Seed,2021.0,1,4.0,,BlueRun Ventures VI,Private,Healthcare
Add-on,2017.0,1,7.0,,"ETS Accelerator Fund, Chloe Capital I",Private,Technology
Angel & Seed,2021.0,1,8.0,,Data Tribe II,Private,Technology
Series A,2018.0,1,246.0,,BVI Cyber Fund,Private,Technology
Series A,2018.0,1,51.0,,,Private,Agriculture
Series A,2018.0,1,135.0,,"Canapi Ventures SBIC Fund, HCM IV, JAM FINTOP Blockchain",Private,Technology
Series A,2018.0,1,77.0,,,Private,Transportation
Series B,2014.0,1,43.0,,,Private,Technology
,2017.0,1,41.0,,,Private,Healthcare
Angel & Seed,2020.0,1,13.0,,"Zetta Venture Partners III, Khosla Ventures VII, Cantos Ventures III, Fifty Years Fund III",Private,Healthcare
Angel & Seed,2020.0,1,20.0,,"Better Ventures Fund III, 2021 Syndications, Gaingels Spark II",Private,Technology
Angel & Seed,2018.0,1,45.0,,"Point72 Hyperscale, GFR Covid-19 Angel Fund, Kraken Ventures Fund I, CoinShares Fund II",Private,Technology
Angel & Seed,2021.0,1,20.0,,"At One Ventures, Counteract One",Private,Industrial
Series A,2020.0,1,101.0,,"MetaProp Ventures III, Fifth Wall Ventures III, a16z crypto III",Private,Technology
Series A,2020.0,1,36.0,,"Spider Capital II, Brick & Mortar Ventures SPV II, Eclipse Ventures Fund IV, Massive CX, MCM Medicus Data",Private,Technology
Angel & Seed,2018.0,1,14.0,,"Converge Fund I, Collab Capital Fund I, Impellent Ventures II",Private,Technology
,2020.0,1,1.0,,,Private,Technology
Series C,2018.0,1,268.0,,Altimeter Growth Denali Fund,Private,Technology
Series B,2018.0,1,70.0,,Pioneering Fund VII,Private,Healthcare
Angel & Seed,2020.0,1,19.0,,"C2V Tributary Fund, Keiki Venture Fund I, Earthshot Ventures Fund I, Techstars Rising Stars 2021, CLC Brave Health I",Private,Technology
Series B,2016.0,1,162.0,,"T. Rowe Price Innovation Fund, Illumina Innovation Fund I, ABG Innovation, ARCH Venture Fund XI, GPV VIM Acquisition Company, Section 32 Fund IV, Piper Heartland Healthcare Crossover Fund I",Private,Healthcare
Series A,2019.0,1,211.0,,"Casdin Private Growth Equity Fund II, General Catalyst Group XI - Ignition",Private,Technology
Series A,2018.0,1,45.0,,E14 2020 Fund,Private,Healthcare
Early Stage,2020.0,1,15.0,,Eleven Founders Fund,Private,Technology
Angel & Seed,2019.0,1,3.0,,,Private,Healthcare
Series A,2019.0,1,42.0,,"Pfizer Venture Capital Fund, Creacion Ventures I, Breakout Ventures II, KDT Ventures Fund II, Section 32 Fund IV, Northpond Ventures II",Private,Healthcare
Series A,2014.0,1,14.0,,IMPACT Fund,Private,Technology
Angel & Seed,2020.0,1,28.0,,ManchesterStory Venture Fund,Private,Technology
Series A,2019.0,1,102.0,,"Benchmark Capital Partners X, Artisanal Ventures I, Redpoint Ventures IX",Private,Technology
Angel & Seed,2020.0,1,12.0,,"NextView Ventures IV, Signum Capital Blockchain Fund, Waterdrip Capital USD Fund",Private,Technology
Mature - Buyout,2018.0,1,9.0,,,Private,Technology
Angel & Seed,2020.0,1,249.0,,"4Di Exponential Tech Fund I, Modus MENA Venture Fund I, Launch Africa Fund I, Vestedworld Rising Star Fund, Capria Global South Fund II",Private,Financial Services
Series A,2018.0,1,76.0,,"Sandalphon Fund I, Rise of the Rest Seed Fund, Hyde Park Venture Partners Fund III, Jackson Square Ventures III, TenOneTen Ventures III, Maven Ventures Opportunity Fund I, Alpha Edison Westwood VIII",Private,Technology
Add-on,2014.0,1,31.0,,,Private,Technology
Series A,2019.0,1,35.0,,Bain Capital Life Sciences Fund III,Private,Technology
Series A,2020.0,1,22.0,,"Race Capital I, Accel XV, Intel Foundry Services Innovation Fund",Private,Technology
Add-on,2017.0,1,6.0,,,Private,Technology
Series B,2019.0,1,157.0,,"Venrock Healthcare Capital Partners III, Innovation Endeavors III, Kleiner Perkins Caufield & Byers XIX, Vision Capital 2020 Fund",Private,Technology
Series A,2018.0,1,81.0,,"Alpha JWC Ventures III, Safar Partners Fund II, LG Technology Ventures Fund",Private,Transportation
Series B,2017.0,1,141.0,,,Private,Technology
Series B,2020.0,1,129.0,,"Maccabee Ventures Fund I, Impresa Fund V, Menlo Ventures XVI, Eight Roads Ventures Japan III, Gaingels Cart",Private,Healthcare
Series A,2017.0,1,20.0,,,Private,Technology
Series A,2017.0,1,30.0,,"Matrix Partners XI, Accel XIV, 77 Capital Fund II, Susa Opportunities II, Omega NX Fund, BL Fund I, Y COMBINATOR ES20",Private,Healthcare
Early Stage,2021.0,1,44.0,,,Private,Technology
Angel & Seed,2017.0,1,39.0,,Excelerate Health Ventures II,Private,Technology
Angel & Seed,2019.0,1,45.0,,"Castor 5, 2021 Total Access Funds",Private,Technology
Series A,2021.0,1,25.0,,"JL Angel VC Fund, RTP IV",Private,Technology
Series A,2018.0,1,97.0,,,Private,Technology
Angel & Seed,2019.0,1,23.0,,"Sure Ventures Fund I, Fusion Fund III, WestWave Capital II, Ubiquity Ventures II, Bee Partners IV, Alley Robotics Ventures Fund I",Private,Financial Services
Angel & Seed,2019.0,1,12.0,,"Khosla Ventures VII, VoLo Earth Ventures Impact Fund I, Y COMBINATOR ES20",Private,Technology
Add-on,2014.0,1,4.0,,,Private,Technology
Angel & Seed,2020.0,1,18.0,0.63,"Earlybird Digital West Fund VII, Credo Stage 3, Underline Ventures Fund I",Private,Technology
Early Stage,2020.0,1,37.0,,,Private,Business Services
Early Stage,2019.0,1,4.0,,StartUp Health Moonshots Impact Fund,Private,Technology
Acquired,2018.0,1,35.0,,"StartUp Health Transformer Fund II, Gaingels Cart",Private,Healthcare
Angel & Seed,2016.0,1,19.0,,Life Science Investment Fund,Private,Healthcare
Series A,2015.0,1,165.0,,"Vision Capital 2020 Fund, Arthur Ventures II",Private,Technology
,2021.0,1,1.0,,,Private,Media and Entertainment
Series A,2015.0,1,58.0,,"UV T-Growth, Hyperplane Opportunities I, Stellantis Ventures",Private,Technology
Angel & Seed,2018.0,1,6.0,,,Private,Media and Entertainment
,2017.0,1,51.0,,"Expon I Fund, Yield Lab II, Santa Barbara Venture Partners Fund I, Cultivation Capital Geospatial Tech Fund I, Freeflow Entos, Techstars Rising Stars 2021, Santa Barbara Venture Partners Fund II, Hemisphere Ventures SPV I, Blue Bear 2022 Coinvest Fund, OTB Space Program",Private,Technology
Merged,2021.0,1,483.0,155.01,AE Industrial Partners Aerospace Opportunities,Private,Technology
Series A,2019.0,1,78.0,,Tola Ventures,Private,Technology
Angel & Seed,2020.0,1,7.0,,,Private,Financial Services
Add-on,2015.0,1,35.0,,,Private,Technology
Angel & Seed,2020.0,1,47.0,,"NXTP Fund II, Gradient Ventures AI Fund, Backend Capital II, Chapter One, Page Two, First Round Capital IX, Y COMBINATOR ES20",Private,Technology
Series A,2018.0,1,36.0,,"New Ventures aS Solutions, Playground Genomics, Y COMBINATOR ES20",Private,Healthcare
Angel & Seed,2017.0,1,28.0,,"Mendoza Ventures Pre-Seed Fund II, Mendon Ventures Banktech Fund I, Service Provider Capital Midwest Fund III",Private,Technology
Angel & Seed,2015.0,1,45.0,,"VVC Veteran Fund I, Decisive Point - Pison I, Veteran Fund I",Private,Business Services
Mature - Buyout,2014.0,1,71.0,,,Private,Technology
Series B,2017.0,1,569.0,,"The Climate Pledge Fund, TPG Rise Climate, Gaingels Cart",Private,Industrial
Add-on,2014.0,1,22.0,,,Private,Business Services
Add-on,2018.0,1,74.0,,,Private,Technology
Series C,2019.0,1,112.0,,"Ridge Ventures IV, Craft Ventures IV, SignalFire Sage Fund, SignalFire Opportunities Fund - Series 2",Private,Technology
Angel & Seed,2017.0,1,35.0,,"DreamIt Fund III, Vestigo Ventures Fund II, Plug & Play Supply Chain Fund I",Private,Technology
Series A,2016.0,1,77.0,,"Lavrock Venture Fund, Bose Ventures I, Decisive Point - Pison I",Private,Technology
Angel & Seed,2021.0,1,10.0,,"Greycroft Partners VI, Bessemer Venture Partners XI",Private,Technology
Series A,2020.0,1,21.0,,"Fusion Fund III, LionBird III, Qiming U.S. Healthcare Fund III",Private,Technology
Series A,2017.0,1,41.0,,,Private,Technology
Add-on,2016.0,1,970.0,,,Private,Healthcare
Series C,2017.0,1,144.0,,Flagship Pioneering Special Opportunities Fund II,Private,Healthcare
Acquired,2017.0,1,17.0,,"Ruvento Ventures I, Uncommon Denominator, South Park Commons Fund I, First Round Capital VIII, Uphonest Capital, Soma Capital Ironclad SPV, Y COMBINATOR ES20",Private,Healthcare
Add-on,2017.0,1,3.0,,,Private,Technology
Series A,2017.0,1,73.0,,"Khosla Ventures VI, 8VC Fund III, Engine Fund II, Felicis Ventures VIII",Private,Healthcare
Angel & Seed,2016.0,1,25.0,,"Civilization Ventures II, Luminous Ventures Fund I, Hummingbird Opportunity Fund II",Private,Healthcare
Angel & Seed,2018.0,1,13.0,,"Spero Ventures, Urban Us Fund III, EIP Deep Decarbonization Frontier Fund I, J Ventures 2",Private,Technology
Angel & Seed,2020.0,1,28.0,,Urban Us Fund III,Private,Financial Services
Angel & Seed,2019.0,1,46.0,,"Taiwania Capital Buffalo II Bioventures, LP",Private,Technology
Add-on,2017.0,1,34.0,,,Private,Technology
Series B,2019.0,1,199.0,,"T. Rowe Price Innovation Fund, Illumina Innovation Fund I, Osage University Partners III, Windham Venture Partners III, MM Inflection, AV8 Ventures, Foresite Capital Fund V, Point72 Hyperscale, OrbiMed Private Investments VIII, Axiom Direct Investors, 565 SPV I, DFJ Fund IX Continuation, Initiate Venture Partners Fund I, Northpond Ventures II",Private,Healthcare
,2019.0,1,189.0,,"Flagship Pioneering Special Opportunities Fund II, Longevity Vi­sion Fund, Atinum Growth Fund 2020",Private,Healthcare
Angel & Seed,2017.0,1,11.0,,"CerraCap Two, Tau Ventures Fund I, Sands Capital-DR Fund, Mission BioCapital V",Private,Healthcare
Angel & Seed,2017.0,1,9.0,,,Private,Technology
Series A,2018.0,1,99.0,,"Converge Fund I, Engine Fund II, Systemiq Capital Fund II, Animal Capital Colossal SPV",Private,Transportation
Add-on,2019.0,1,22.0,,"Samsung NEXT Fund, Flybridge Capital Partners V, Amplify Partners III",Private,Technology
Angel & Seed,2018.0,1,1.0,,Andreessen Horowitz Fund VII,Private,Technology
Add-on,2016.0,1,15.0,,,Private,Technology
Angel & Seed,2018.0,1,35.0,,Dundee Venture Capital Fund 2020,Private,Consumer Goods and Services
Add-on,2016.0,1,9.0,,,Private,Healthcare
Series A,2017.0,1,31.0,,"Asset Management Ventures V, Sierra Ventures XII, Northpond Ventures II",Private,Healthcare
,2020.0,1,75.0,,GAEA Inversión,Private,Technology
Angel & Seed,2017.0,1,5.0,,"The Graduate Syndicate, Good Growth Capital Fund II",Private,Healthcare
Series A,2020.0,1,62.0,,"Correlation Ventures II, PNC IV, AI Fund, Sierra Ventures XII, MVI SPV-VF, RTP IV, SmartGate Seed Fund I",Private,Technology
Series C,2017.0,1,351.0,,"Kibo Ventures Innvierte Open Future, Seaya Ventures II, Alma Mundi Insurtech Fund, 14W Venture Partners, Softbank Vision Fund 2, Erebor, Fifth Wall Ventures III, BlackRock-Temasek Decarbonization Partners Fund, Kibo Ventures Opportunity Fund I",Private,Technology
Acquired,2018.0,1,2.0,,SixThirty Cyber Fund,Private,Technology
Series A,2018.0,1,139.0,,Backswing Ventures,Private,Industrial
Early Stage,2020.0,1,6.0,,GapMinder Ventures,Private,Technology
Angel & Seed,2019.0,1,39.0,,"Joule Ventures IV, Citi Impact Fund, Cortical Ventures Fund I, IA Venture Strategies KC",Private,Technology
Early Stage,2020.0,1,3.0,,Joule Ventures IV,Private,Technology
Series A,2019.0,1,84.0,,"Gradient Ventures AI Fund, Inovo Venture Partners II, Tiger Global Private Investment Partners XV",Private,Technology
Series A,2019.0,1,28.0,,"Grit Capital Seed 1, Construct Capital I, SignalFire Opportunities Fund - Series 2",Private,Technology
Series B,2018.0,1,174.0,,"Pillar II, JAZZ Human Performance Opportunity Fund, Data Point Capital III, Pillar Select Fund I",Private,Business Services
Add-on,2019.0,1,249.0,,,Private,Technology
Angel & Seed,2017.0,1,21.0,,"One Way Ventures Fund I, TIA Ventures Fund II, Bling Capital II, Emergent Ventures Opportunity Fund II, Day One Ventures Fund II",Private,Technology
Series B,2019.0,1,13.0,,"Anterra Capital Fund, Anterra Capital Fund II, Novalis LifeSciences Investments II, Finistere Ventures MM",Private,Healthcare
Angel & Seed,2018.0,1,4.0,,Social Starts A,Private,Healthcare
Early Stage,2019.0,1,30.0,,LRI Vision Partners Fund II,Private,Technology
Series A,2016.0,1,75.0,,"TQ Finesse I SPV, Calibrate GMR SPV",Private,Technology
Add-on,2019.0,1,76.0,,Anterra Capital Fund,Private,Healthcare
Series A,2019.0,1,168.0,,"Intel Capital Diversity Fund, GB-VII Growth Fund, 2020 Syndications",Private,Technology
Series A,2017.0,1,68.0,,"Expa Capital, Dundee Venture Capital Fund III, Comeback Capital, Bling Capital II, Dundee Venture Capital Fund 2020, Xplorer Capital Fund IV, Tribeca Venture Partners III, XRC Fund VII",Private,Technology
Angel & Seed,2020.0,1,6.0,,,Private,Technology
Series B,2016.0,1,129.0,,"Leawood VC Fund II, First In Ventures Fund I, SYN Ventures Fund, BankTech Ventures, Washington Harbour Adlumin",Private,Technology
Series D,2014.0,1,619.0,,"e.ventures Growth II, Valo Ventures I, Greycroft Partners VI, BeyondNetZero, Fifth Wall Accelerate (Late-Stage), FABRICE GRINDA T8F",Private,Environmental
Series A,2017.0,1,15.0,,,Private,Technology
Angel & Seed,2018.0,1,22.0,,KittyHawk Ventures Two,Private,Financial Services
Angel & Seed,2019.0,1,8.0,,"Underscore VC Fund II, Eniac Special Theta",Private,Technology
Angel & Seed,2019.0,1,1.0,,,Private,Technology
,2017.0,1,11.0,,"Tau Ventures Fund I, Sands Capital-DR Fund, Mission BioCapital V",Private,Healthcare
Add-on,2014.0,1,2436.0,,,Private,Technology
Series A,2019.0,1,35.0,,"Fifty Years Fund II, Playground Ventures III, FPV Fund I, Section 32 Fund V, Triatomic Capital Private I",Private,Healthcare
,2016.0,1,0.0,,Jumpstart Foundry 2016,Private,Healthcare
Series B,2017.0,1,157.0,,"KIP-KIS Global Fund, LB Next Unicorn Fund, Spring Camp Early Stage Fund 1, BAP First Penguin Investment Fund II, Shinhan Square Bridge ESG Fund I , NH-DX Open Innovation Fund, KT Start-up Investment Fund",Private,Media and Entertainment
Add-on,2016.0,1,6.0,,,Private,Technology
Series A,2015.0,1,486.0,,Eight Roads Ventures Japan III,Private,Business Services
Angel & Seed,2019.0,1,45.0,,"One Way Ventures Fund I, 7percent Ventures II, Breega Seed II, Seedcamp V",Private,Healthcare
Angel & Seed,2017.0,1,30.0,,"ENGAGE Venture Fund I, Urban Us Fund II",Private,Technology
Angel & Seed,2016.0,1,34.0,,"Silicon Valley Data Capital, ENGAGE Venture Fund I, AI Fund, Peregrine Select Fund I",Private,Technology
Series B,2020.0,1,76.0,,"Accomplice Fund III, Accomplice Fortuity Pool, Glasswing Ventures CS II, Absolute Return Portfolio",Private,Technology
Series A,2017.0,1,50.0,,"Glasswing Ventures CS II, B Capital Healthcare I",Private,Technology
Angel & Seed,2016.0,1,25.0,,"Healthy Ventures Fund II, RSCM Fund IV, Designer Fund III",Private,Healthcare
Angel & Seed,2016.0,1,28.0,,,Private,Technology
Series A,2015.0,1,119.0,,"LRV IV, Vision Capital 2020 Fund, Newlin Ventures",Private,Technology
Acquired,2015.0,1,87.0,,,Private,Technology
Add-on,2016.0,1,4.0,,,Private,Technology
Angel & Seed,2016.0,1,23.0,,Maryland Innovation Opportunity Fund I,Private,Technology
Mature,2017.0,1,452.0,,"T. Rowe Price Innovation Fund, Decheng Capital China Life Sciences Fund II, Section 32 Fund II, Deerfield Healthcare Innovations Fund II, Oak HC/FT Partners Fund III, Blackstone Growth, Casdin Private Growth Equity Fund II",Public,Healthcare
Angel & Seed,2017.0,1,14.0,,"Techstars Boston 2017, Flare Capital Partners II, Good Growth Capital Fund II, Argon Ventures I, Techstars Accelerator 2021",Private,Healthcare
Angel & Seed,2017.0,1,11.0,,Artesian China VC Fund,Private,Technology
Angel & Seed,2017.0,1,15.0,,"HealthXCapital, Jungle Ventures III",Private,Healthcare
Series A,2017.0,1,112.0,,,Private,Technology
Series A,2018.0,1,58.0,,"Paladin Cyber Fund, FrontLine Ventures II, Day One Ventures Fund I, Lockheed Martin Venture Fund, Lightspeed Opportunity Fund, Anduin Opportunities SPV II",Private,Technology
Series B,2019.0,1,589.0,,"Flare Capital Partners II, Define Ventures Fund I, Polaris Healthcare Technology Opportunities Fund, Deerfield Private Design Fund V, Longitude Prime Fund",Private,Healthcare
Add-on,2014.0,1,1.0,,,Private,Technology
Early Stage,2016.0,1,6.0,,,Private,Healthcare
Early Stage,2015.0,1,14.0,,Early Game Ventures,Private,Technology
Series A,2017.0,1,53.0,,"Mighty Capital Fund II, Leawood VC Fund II, Castor 3, CityRock Venture Partners, Rackhouse Venture Capital, Harmonix Fund II",Private,Technology
Angel & Seed,2015.0,1,12.0,,Jumpstart Foundry 2018,Private,Technology
Series A,2016.0,1,35.0,,"PLSG Accelerator Fund II, Noetic Fund II, SeaX Fund II",Private,Healthcare
Series C,2018.0,1,163.0,,"Liquid 2 Opportunities Fund I, Harmonic Growth Partners I, E14 2020 Fund, Crosslink Ventures IX, Vision Capital 2020 Fund, March Capital Partners Fund IV, General Catalyst Group XI - Ignition",Private,Technology
Series A,2018.0,1,20.0,,"Tribe Capital Fund III, Borderless Planets Fund",Private,Financial Services
Series A,2018.0,1,136.0,,"Charles River XVI, GV Global Fund, Polaris Innovation Fund, Obvious Ventures III, KDT Ventures Fund II, a16z crypto III, Casdin Private Growth Equity Fund II",Private,Healthcare
Series B,2018.0,1,152.0,,"Impresa Fund V, Eight Roads Ventures Japan III",Private,Media and Entertainment
Series A,2017.0,1,79.0,,Osage Venture Partners V,Private,Technology
Angel & Seed,2017.0,1,7.0,,,Private,Healthcare
Series C,2016.0,1,113.0,,"MC2 Security Fund, AE Industrial HorizonX Venture Fund II, Yellow Fund I, RiverPark Ventures Petal Invest",Private,Technology
,2014.0,1,32.0,,,Private,Technology
Early Stage,2015.0,1,8.0,,,Private,Technology
Angel & Seed,2017.0,1,26.0,,"One Way Ventures Fund I, Spero Ventures, Zeno Ventures Fund I, F7 Ventures Fund I, Oceans and Seafood Fund, Y COMBINATOR ES20",Private,Technology
Early Stage,2016.0,1,15.0,,DreamIt Fund III,Private,Healthcare
Early Stage,2016.0,1,2.0,,DreamIt Fund III,Private,Technology
Series B,2015.0,1,89.0,,"Carlyle International Energy Partners - Alaska Permanent Fund Corporation, JDRF T1D Fund, Softbank Vision Fund 2, Pioneering Fund VII",Private,Healthcare
Angel & Seed,2017.0,1,9.0,,Material Impact Fund II,Private,Healthcare
,2020.0,1,17859.0,,,Private,Technology
Angel & Seed,2018.0,1,16.0,,"Hyperplane II, Contour Venture Partners IV, Harlem Capital Partners Venture Fund I, NFX Capital Fund II, Rho Investment Partners 2019, NextView Ventures IV, Castor 6",Private,Consumer Goods and Services
Series A,2016.0,1,54.0,,"SV Angel IV, NGP Internet of Things Fund",Private,Technology
Series A,2014.0,1,48.0,,"Riverfront Ventures, Allos III",Private,Technology
Angel & Seed,2016.0,1,27.0,,"SOSV IV, SOSV IndieBio NY Fund, UNCOVERED FUND  No. 1, Afropreneurs Fund III",Private,Healthcare
Series B,2017.0,1,162.0,,"Wavemaker Partners US Fund V, Wavemaker SEA Fund III, Obvious Ventures III, Tau Ventures Fund I, Seae Ventures I, Vision Capital 2020 Fund, Valor Venture Fund IV",Private,Technology
Series B,2017.0,1,938.0,,Maverick Holdings C,Private,Technology
Series A,2016.0,1,60.0,,"Westly Group III, NXT Ventures Fund 1",Private,Technology
Angel & Seed,2016.0,1,2.0,,,Private,Technology
Series A,2017.0,1,46.0,,"Contour Venture Partners IV, Vision Capital 2020 Fund, TIA Ventures Fund III, Rho Ignition",Private,Healthcare
Merger,2019.0,1,72.0,,Genesis Angels I,Private,Healthcare
Series B,2018.0,1,63.0,,"Homebrew Ventures III, Acrew Fund I, Greycroft Partners VII, Atlas Private Ventures, Magnetic Super Angel Fund, Work-Bench Kelethin",Private,Technology
Ceased Operations,2016.0,1,6.0,,,Private,Technology
,2016.0,1,4.0,,,Private,Technology
Series A,2015.0,1,52.0,,"One Way Ventures Fund I, DreamIt Fund III, Yu Star Fund I",Private,Technology
Series A,2015.0,1,48.0,,,Private,Business Services
Angel & Seed,2016.0,1,71.0,,"GRDN ADMX, Pioneer Fund III, OT Materials Fund I, Y COMBINATOR ES20",Private,Healthcare
Angel & Seed,2018.0,1,223.0,,,Private,Technology
Series A,2016.0,1,23.0,,"The Alexa Fund, IrishAngels Venture Fund I, Serra Capital II Follow-On Fund, Mountain State Capital SBIC, SustainVC Impact Fund II, RET Ventures SPV III",Private,Technology
Series A,2018.0,1,45.0,,"Pillar II, New Enterprise Associates 17, Andreessen Horowitz Fund VI",Private,Technology
Add-on,2014.0,1,196.0,,"Founder Collective II, First Round Capital V, Floodgate Fund V, Underscore VC Fund II, Vision Capital 2020 Fund",Private,Technology
Add-on,2017.0,1,4.0,,,Private,Technology
Series B,2017.0,1,72.0,,"Artis Ventures III, Hikma Ventures I, Sony Innovation Fund, Rising Tide Seed 2017, GreatPoint Ventures Innovation Fund II, LRV IV, Sony Innovation Fund 2 (Innovation Growth Fund I), Castor 5, Cota Ventures II",Private,Healthcare
Series A,2019.0,1,27.0,,"Glasswing Ventures, CAP A Good Growth Capital Fund I, Techstars Toronto 2018, Magma Partners II, Spero Ventures, Mindset Ventures III, Inner Loop Capital Fund, First In Ventures Fund I, Gaingels Spark II, Grotech AK Holdings, Vela Partners AI Fund II",Private,Technology
Acquired,2016.0,1,13.0,,"Newfund 2, Gradient Ventures AI Fund, Pear Ventures Opportunities VI",Private,Financial Services
Angel & Seed,2017.0,1,18.0,,Boost VC Fund 3,Private,Healthcare
Angel & Seed,2017.0,1,3.0,,,Private,Consumer Goods and Services
Acquired,2016.0,1,0.0,,,Private,Technology
Series B,2018.0,1,200.0,,"BlueCross BlueShield Venture Partners III, MassMutual Ventures Southeast Asia, Forte Ventures III, AMFAM VC SPV I",Private,Technology
Series B,2016.0,1,41.0,,"Energy Innovation Capital I, HG Ventures Fund I",Private,Energy
Series A,2018.0,1,79.0,,"Zetta Venture Partners II, Spark Capital VII",Private,Technology
Mature,2015.0,1,374.0,,"FINTOP Fund I, Cove Hill Partners Fund II",Private,Technology
Series B,2019.0,1,130.0,,"Data Tribe II, Valor Siren Ventures Fund II",Private,Technology
Series B,2014.0,1,32.0,,"Bose Ventures I, Rx+ Digital Fund, Joyance 1, Social Starts A",Private,Healthcare
Angel & Seed,2019.0,1,49.0,,"GGV Capital Select, Badia Outreach Fund, Founder Collective III, TXV Partners I, Studio VC Fund II, Founder Collective IV",Private,Technology
Acquired,2016.0,1,29.0,,Pine Brook Capital Partners II,Private,Financial Services
Series C,2016.0,1,275.0,,Ten Eleven Venture Fund II,Private,Technology
Angel & Seed,2016.0,1,4.0,,,Private,Consumer Goods and Services
Add-on,2015.0,1,0.0,,,Private,Technology
Series A,2017.0,1,32.0,,Lerer Hippeau VII,Private,Technology
Series B,2014.0,1,72.0,,"Yamaha Motor Exploratory Fund, Red & Blue Ventures II",Private,Technology
Series B,2017.0,1,106.0,,"Greenspring Micro II, Underscore VC Fund II, True Ventures VI, Brewer Lane Ventures Fund I, Emergence Capital Partners VI",Private,Technology
Acquired,2019.0,1,55.0,,"T. Rowe Price Innovation Fund, Section 32 Fund II, Casdin Venture Opportunities Fund, Biomatics Capital Partners II, Third Rock Ventures V, Catalio Nexus Fund II, Sands Capital-DR Fund, Co-win Healthcare Fund II, Brown Advisory Venture Capital Partners I",Private,Healthcare
Series B,2019.0,1,116.0,,"Illumina Innovation Fund I, Baidu Venture, Northpond Ventures Fund, Novalis LifeSciences Investments II, Gaingels Cart, Catalio Genesis Fund IV",Private,Healthcare
Series B,2017.0,1,52.0,,"ff Graphite (V) Venture Capital Fund, Radicle, S2G Ventures II, Xplorer Capital Fund IV, Oceans and Seafood Fund, Cibus Enterprise Fund II, Toyota Ventures Climate Fund, Impresa Fund V, NEC Orchestrating Future Fund",Private,Agriculture
Angel & Seed,2016.0,1,9.0,,"Newark Venture Partners I, MM Inflection",Private,Technology
